"Date","Search Engine","Keyword","Keyword Group","Website","URL","Position","Best","Competition","Average monthly searches","CPC","Page","Type","Snippet","Local Searches","Estimated Daily Traffic"
"2019-10-04","Google.dk-DA Universal","højbede træ","-","buus-ag.dk/","","-","-","High","320","0,54 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","højbede træ","-","vestermarkribe.dk/","","-","-","High","320","0,54 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","billig anlægsgartner","-","buus-ag.dk/","","-","-","High","30","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlægsgartner sønderjylland","-","kjeldlarsen.dk/","https://kjeldlarsen.dk/","35","35","Low","40","0,00 €","4","Organic","-","-","-"
"2019-10-04","Google.dk-DA Universal","billig anlægsgartner","-","vestermarkribe.dk/","","-","-","High","30","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","stubfræsning esbjerg","-","vestermarkribe.dk/","http://vestermarkribe.dk/maintenance-item/traefaeldning-og-stubfraesning/","4","4","Low","40","0,87 €","1","Organic","-","-","0.068488225"
"2019-10-04","Google.dk-DA Universal","brolægger fredericia","-","billig-gartner.dk/","https://www.billig-gartner.dk/f/mn-brolægning-aps.php","15","15","Medium","40","1,81 €","2","Organic","-","-","0.0130268885"
"2019-10-04","Google.dk-DA Universal","billig anlægsgartner","-","kjeldlarsen.dk/","","-","-","High","30","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","højbed af sten","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","40","0,51 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","højbed af sten","-","kjeldlarsen.dk/","","-","-","High","40","0,51 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","højbed af sten","-","vestermarkribe.dk/","","-","-","High","40","0,51 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","højbed af sten","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","40","0,51 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","højbed af sten","-","buus-ag.dk/","","-","-","High","40","0,51 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","højbed af sten","-","danskhaveservice.dk/","","-","-","High","40","0,51 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","højbed af sten","-","billig-gartner.dk/","","-","-","High","40","0,51 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","støjhegn til haven","-","buus-ag.dk/","https://www.buus-ag.dk/vi-tilbyder/haver-uderum/stoejhegn-og-afskaermning/","4","4","High","10","0,84 €","1","Image","-","-","0.019457277"
"2019-10-04","Google.dk-DA Universal","tilskud til støjhegn","-","billig-gartner.dk/","","-","-","High","140","0,97 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","tilskud til støjhegn","-","danskhaveservice.dk/","","-","-","High","140","0,97 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","tilskud til støjhegn","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","140","0,97 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","tilskud til støjhegn","-","kjeldlarsen.dk/","","-","-","High","140","0,97 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","tilskud til støjhegn","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","140","0,97 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","tilskud til støjhegn","-","vestermarkribe.dk/","","-","-","High","140","0,97 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","brolægning aabenraa","-","buus-ag.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","brolægning aabenraa","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","brolægning aabenraa","-","kjeldlarsen.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","brolægning aabenraa","-","danskhaveservice.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","brolægning aabenraa","-","billig-gartner.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","brolægning aabenraa","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","jordforbedring højbed","-","billig-gartner.dk/","","-","-","High","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","jordforbedring højbed","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","jordforbedring højbed","-","buus-ag.dk/","","-","-","High","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","jordforbedring højbed","-","vestermarkribe.dk/","","-","-","High","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","jordforbedring højbed","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","jordforbedring højbed","-","kjeldlarsen.dk/","","-","-","High","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","jordforbedring højbed","-","danskhaveservice.dk/","","-","-","High","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlægsgartner sønderborg","-","xn--anlgsgartner-overblik-h3b.dk/","https://www.xn--anlgsgartner-overblik-h3b.dk/syddanmark/sønderborg","8","8","Medium","70","0,93 €","1","Organic","-","-","0.035876166"
"2019-10-04","Google.dk-DA Universal","hjemmelavet højbed","-","vestermarkribe.dk/","","-","-","High","90","0,28 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hjemmelavet højbed","-","buus-ag.dk/","","-","-","High","90","0,28 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hjemmelavet højbed","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","90","0,28 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hjemmelavet højbed","-","billig-gartner.dk/","","-","-","High","90","0,28 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hjemmelavet højbed","-","danskhaveservice.dk/","","-","-","High","90","0,28 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hjemmelavet højbed","-","kjeldlarsen.dk/","","-","-","High","90","0,28 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hjemmelavet højbed","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","90","0,28 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","kloakservice haderslev","-","vestermarkribe.dk/","","-","-","Low","20","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","kloakservice haderslev","-","buus-ag.dk/","","-","-","Low","20","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","kloakservice haderslev","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","Low","20","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","kloakservice haderslev","-","billig-gartner.dk/","","-","-","Low","20","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","kloakservice haderslev","-","danskhaveservice.dk/","","-","-","Low","20","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","kloakservice haderslev","-","kjeldlarsen.dk/","","-","-","Low","20","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","kloakservice haderslev","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","Low","20","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","gartner ribe","-","xn--anlgsgartner-overblik-h3b.dk/","https://www.xn--anlgsgartner-overblik-h3b.dk/syddanmark/ribe","8","8","Medium","10","0,00 €","1","Organic","-","-","0.0051251664"
"2019-10-04","Google.dk-DA Universal","beplantning ved sø","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","Low","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","beplantning ved sø","-","kjeldlarsen.dk/","","-","-","Low","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","beplantning ved sø","-","danskhaveservice.dk/","","-","-","Low","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","beplantning ved sø","-","billig-gartner.dk/","","-","-","Low","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","beplantning ved sø","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","Low","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","beplantning ved sø","-","buus-ag.dk/","","-","-","Low","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","beplantning ved sø","-","vestermarkribe.dk/","","-","-","Low","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","beplantning skråning","-","buus-ag.dk/","","-","-","High","30","0,18 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","beplantning skråning","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","30","0,18 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","beplantning skråning","-","billig-gartner.dk/","","-","-","High","30","0,18 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","beplantning skråning","-","kjeldlarsen.dk/","","-","-","High","30","0,18 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","beplantning skråning","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","30","0,18 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","gartner kolding","-","xn--anlgsgartner-overblik-h3b.dk/","https://www.xn--anlgsgartner-overblik-h3b.dk/syddanmark/kolding","8","8","Medium","40","1,39 €","1","Organic","-","-","0.020500666"
"2019-10-04","Google.dk-DA Universal","rodfræsning midtjylland","-","billig-gartner.dk/","https://www.billig-gartner.dk/stubfraesning-rodfraesning.php","22","22","High","10","1,24 €","2","Organic","-","-","-"
"2019-10-04","Google.dk-DA Universal","beplantning skråning","-","vestermarkribe.dk/","","-","-","High","30","0,18 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","topkapning egetræ","-","buus-ag.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","topkapning egetræ","-","vestermarkribe.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hækklipning haderslev","-","xn--anlgsgartner-overblik-h3b.dk/","https://www.xn--anlgsgartner-overblik-h3b.dk/syddanmark/haderslev","10","10","-","10","0,00 €","1","Organic","-","-","0.003558722"
"2019-10-04","Google.dk-DA Universal","topkapning egetræ","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","topkapning egetræ","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","topkapning egetræ","-","kjeldlarsen.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs skygge","-","buus-ag.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs skygge","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs skygge","-","billig-gartner.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs skygge","-","danskhaveservice.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs skygge","-","kjeldlarsen.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","pris ny græsplæne","-","danskhaveservice.dk/","https://danskhaveservice.dk/perfekt-graesplaene-nyanlaegning-af-laekre-groenne-graesplaener/","48","48","High","10","1,35 €","5","Organic","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs skygge","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","-","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","haveanlægning pris","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","Medium","10","1,23 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","haveanlægning pris","-","kjeldlarsen.dk/","","-","-","Medium","10","1,23 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","store højbede","-","buus-ag.dk/","","-","-","High","20","1,24 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","grønt tag opbygning","-","buus-ag.dk/","https://www.buus-ag.dk/vi-tilbyder/entreprise/groenne-tage/","34","34","Medium","70","1,36 €","2","Organic","-","-","-"
"2019-10-04","Google.dk-DA Universal","store højbede","-","vestermarkribe.dk/","","-","-","High","20","1,24 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","store højbede","-","billig-gartner.dk/","","-","-","High","20","1,24 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","store højbede","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","20","1,24 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","store højbede","-","kjeldlarsen.dk/","","-","-","High","20","1,24 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","store højbede","-","danskhaveservice.dk/","","-","-","High","20","1,24 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","store højbede","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","20","1,24 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","planering af græsplæne","-","buus-ag.dk/","","-","-","Medium","90","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","planering af græsplæne","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","Medium","90","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","planering af græsplæne","-","billig-gartner.dk/","","-","-","Medium","90","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","planering af græsplæne","-","danskhaveservice.dk/","","-","-","Medium","90","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","planering af græsplæne","-","kjeldlarsen.dk/","","-","-","Medium","90","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","planering af græsplæne","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","Medium","90","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","planering af græsplæne","-","vestermarkribe.dk/","","-","-","Medium","90","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","gartner ribe","-","kjeldlarsen.dk/","","-","-","Medium","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","brolægger odder","-","xn--anlgsgartner-overblik-h3b.dk/","https://www.xn--anlgsgartner-overblik-h3b.dk/midtjylland/odder","27","27","High","10","2,32 €","3","Organic","-","-","-"
"2019-10-04","Google.dk-DA Universal","gartner ribe","-","buus-ag.dk/","","-","-","Medium","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","gartner ribe","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","Medium","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","gartner ribe","-","danskhaveservice.dk/","","-","-","Medium","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","stubfræsning holstebro","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","Low","40","1,51 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlægge græsplæne pris","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","10","1,92 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hvordan laver man højbede","-","buus-ag.dk/","","-","-","High","20","0,61 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hvordan laver man højbede","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","20","0,61 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlægge græsplæne pris","-","buus-ag.dk/","","-","-","High","10","1,92 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","stubfræsning holstebro","-","vestermarkribe.dk/","","-","-","Low","40","1,51 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hvordan laver man højbede","-","vestermarkribe.dk/","","-","-","High","20","0,61 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlægge græsplæne pris","-","vestermarkribe.dk/","","-","-","High","10","1,92 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","stubfræsning holstebro","-","buus-ag.dk/","","-","-","Low","40","1,51 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hvordan laver man højbede","-","kjeldlarsen.dk/","","-","-","High","20","0,61 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlægge græsplæne pris","-","billig-gartner.dk/","","-","-","High","10","1,92 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","stubfræsning holstebro","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","Low","40","1,51 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hvordan laver man højbede","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","20","0,61 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlægge græsplæne pris","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","10","1,92 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hvordan laver man højbede","-","billig-gartner.dk/","","-","-","High","20","0,61 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlægge græsplæne pris","-","kjeldlarsen.dk/","","-","-","High","10","1,92 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","stubfræsning holstebro","-","danskhaveservice.dk/","","-","-","Low","40","1,51 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hvordan laver man højbede","-","danskhaveservice.dk/","","-","-","High","20","0,61 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","stubfræsning holstebro","-","kjeldlarsen.dk/","","-","-","Low","40","1,51 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","beplantning skrænt","-","danskhaveservice.dk/","https://danskhaveservice.dk/plantning-af-efeu-bunddaekke-paa-skraaning-i-pensionisthave-i-vejle/","16","16","High","10","0,00 €","2","Organic","-","-","0.0030038333"
"2019-10-04","Google.dk-DA Universal","anlæg af ny græsplæne","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","20","0,94 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlæg af ny græsplæne","-","kjeldlarsen.dk/","","-","-","High","20","0,94 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlæg af ny græsplæne","-","billig-gartner.dk/","","-","-","High","20","0,94 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlæg af ny græsplæne","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","20","0,94 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlæg af ny græsplæne","-","buus-ag.dk/","","-","-","High","20","0,94 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hækklipning kolding","-","danskhaveservice.dk/","https://danskhaveservice.dk/haekklipning-kolding/","5","5","High","20","1,42 €","1","Organic","-","-","0.024208112"
"2019-10-04","Google.dk-DA Universal","anlægsgartner rødding","-","danskhaveservice.dk/","","-","-","Medium","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlægsgartner rødding","-","kjeldlarsen.dk/","","-","-","Medium","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs","-","vestermarkribe.dk/","","-","-","High","6600","0,26 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs","-","buus-ag.dk/","","-","-","High","6600","0,26 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","6600","0,26 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs","-","billig-gartner.dk/","","-","-","High","6600","0,26 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs","-","danskhaveservice.dk/","","-","-","High","6600","0,26 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","lav højbed","-","billig-gartner.dk/","","-","-","High","30","0,74 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","så ny græsplæne","-","vestermarkribe.dk/","http://vestermarkribe.dk/gronne-haver/ny-graesplaene/","20","20","-","30","0,00 €","2","Organic","-","-","0.0052151666"
"2019-10-04","Google.dk-DA Universal","rullegræs","-","kjeldlarsen.dk/","","-","-","High","6600","0,26 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","lav højbed","-","danskhaveservice.dk/","","-","-","High","30","0,74 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","rullegræs","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","6600","0,26 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","lav højbed","-","buus-ag.dk/","","-","-","High","30","0,74 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","lav højbed","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","30","0,74 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlægsgartner rødding","-","buus-ag.dk/","","-","-","Medium","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","lav højbed","-","kjeldlarsen.dk/","","-","-","High","30","0,74 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","anlægsgartner rødding","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","Medium","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","lav højbed","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","30","0,74 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","træfældning sønderborg","-","kjeldlarsen.dk/","","-","-","Medium","30","2,46 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","lav højbed","-","vestermarkribe.dk/","","-","-","High","30","0,74 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","stubfræsning vejle","-","billig-gartner.dk/","https://www.billig-gartner.dk/stubfraesning-rodfraesning.php","19","19","Medium","30","1,96 €","2","Organic","-","-","0.0073081665"
"2019-10-04","Google.dk-DA Universal","træfældning sønderborg","-","vestermarkribe.dk/","","-","-","Medium","30","2,46 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","træfældning sønderborg","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","Medium","30","2,46 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","træfældning sønderborg","-","buus-ag.dk/","","-","-","Medium","30","2,46 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","træfældning sønderborg","-","danskhaveservice.dk/","","-","-","Medium","30","2,46 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hækklipning vejle","-","billig-gartner.dk/","","-","-","Low","20","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hækklipning vejle","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","Low","20","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hækklipning vejle","-","kjeldlarsen.dk/","","-","-","Low","20","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hækklipning vejle","-","vestermarkribe.dk/","","-","-","Low","20","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hækklipning vejle","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","Low","20","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","hækklipning vejle","-","buus-ag.dk/","","-","-","Low","20","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","plantesten støttemur","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","10","0,34 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","plantesten støttemur","-","danskhaveservice.dk/","","-","-","High","10","0,34 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","plantesten støttemur","-","kjeldlarsen.dk/","","-","-","High","10","0,34 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","haveservice","-","danskhaveservice.dk/","https://danskhaveservice.dk/","6","3","Low","1000","3,42 €","1","Organic","-","-","2.1795444"
"2019-10-04","Google.dk-DA Universal","plantesten støttemur","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","10","0,34 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","plantesten støttemur","-","billig-gartner.dk/","","-","-","High","10","0,34 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","plantesten støttemur","-","vestermarkribe.dk/","","-","-","High","10","0,34 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","plantesten støttemur","-","buus-ag.dk/","","-","-","High","10","0,34 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","stubfræsning horsens","-","danskhaveservice.dk/","https://danskhaveservice.dk/stubfraesning-horsens/","2","2","Low","20","0,00 €","1","Organic","-","-","0.08833122"
"2019-10-04","Google.dk-DA Universal","støjhegn tilbud","-","danskhaveservice.dk/","","-","-","High","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","jordarbejde kolding","-","billig-gartner.dk/","","-","-","-","20","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","støjhegn tilbud","-","kjeldlarsen.dk/","","-","-","High","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","jordarbejde kolding","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","-","20","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","støjhegn tilbud","-","xn--anlgsgartner-esbjerg-k0b.dk/","","-","-","High","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","støjhegn tilbud","-","billig-gartner.dk/","","-","-","High","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","jordarbejde kolding","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","-","20","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","støjhegn tilbud","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","10","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","støttemur pris","-","kjeldlarsen.dk/","","-","-","High","210","0,55 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","sten til højbed","-","danskhaveservice.dk/","","-","-","High","40","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","støttemur pris","-","danskhaveservice.dk/","","-","-","High","210","0,55 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","sten til højbed","-","billig-gartner.dk/","","-","-","High","40","0,00 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","støttemur pris","-","billig-gartner.dk/","","-","-","High","210","0,55 €","-","-","-","-","-"
"2019-10-04","Google.dk-DA Universal","sten til højbed","-","xn--anlgsgartner-overblik-h3b.dk/","","-","-","High","40","0,00 €","-","-","-","-","-"
